State,Items Description,All,NIC-01,NIC-08,NIC-10,NIC-11,NIC-12,NIC-13,NIC-14,NIC-15,NIC-16,NIC-17,NIC-18,NIC-19,NIC-20,NIC-21,NIC-22,NIC-23,NIC-24,NIC-25,NIC-26,NIC-27,NIC-28,NIC-29,NIC-30,NIC-31,NIC-32,NIC-33,NIC-38,NIC-58,Other
Puducherry,12. Interest Received,5496,NA,NA,101,507,NA,132,11,1,20,4,0,NA,1505,22,278,83,61,249,589,1399,10,138,8,18,360,NA,NA,NA,1
Puducherry,13. Gross Value of Plant & Machinary,558457,NA,NA,18828,8852,NA,19069,73,146,371,4402,142,NA,99827,25038,112818,82700,8551,18089,9763,18120,33480,28484,931,15216,11482,NA,NA,NA,42075
Puducherry,14. Value of Product and By-Product,1538177,NA,NA,231709,34707,NA,48134,469,6553,9110,24040,1079,NA,219328,100034,87369,39739,47256,121765,262802,66423,73727,91131,1751,26920,23338,NA,NA,NA,20792
Puducherry,15. Total Output,1908970,NA,NA,248190,38152,NA,50415,614,6912,9938,24653,3933,NA,242372,103974,94793,40674,51086,124609,427041,134711,74356,92198,1864,27209,36657,NA,NA,NA,74617
Puducherry,16. Fuels Consumed,97921,NA,NA,2888,192,NA,4550,14,64,129,846,82,NA,25955,3708,6089,9674,7884,1631,1676,760,28593,1267,72,1176,472,NA,NA,NA,200
Puducherry,17. Materials Consumed,1059885,NA,NA,170259,20345,NA,22054,275,4442,8100,17148,1833,NA,93256,70334,64015,20690,33547,84140,237918,46340,47477,65033,1194,24358,16851,NA,NA,NA,10279
Puducherry,18. Total Inputs,1561955,NA,NA,194763,27215,NA,29510,530,5651,9149,19717,2549,NA,154419,82627,84866,36281,46656,99782,383992,118123,78093,71059,1409,28867,26057,NA,NA,NA,60639
Puducherry,19. Gross Value Added,347015,NA,NA,53427,10937,NA,20905,84,1261,789,4936,1384,NA,87953,21347,9927,4393,4430,24827,43049,16588,-3737,21139,455,-1658,10600,NA,NA,NA,13978
Puducherry,20. Depreciation,49307,NA,NA,1648,768,NA,1149,33,96,78,549,22,NA,7136,3128,8759,7553,1152,2226,3110,2785,3062,2408,134,1725,934,NA,NA,NA,852
Puducherry,21. Net Value Added,297709,NA,NA,51779,10169,NA,19756,52,1165,710,4387,1363,NA,80818,18218,1168,-3161,3277,22602,39939,13802,-6799,18730,320,-3383,9667,NA,NA,NA,13126
Puducherry,22. Net Fixed Capital Formation,14469,NA,NA,2722,325,NA,-1092,2,-39,-72,-7,-13,NA,7455,2700,7745,-3543,862,-872,1313,-103,-491,-437,-24,-1927,537,NA,NA,NA,-575
Puducherry,23. Gross Fixed Capital Formation,63775,NA,NA,4371,1093,NA,58,35,56,6,542,9,NA,14591,5828,16504,4010,2013,1354,4423,2683,2572,1972,110,-202,1471,NA,NA,NA,277
Puducherry,24. Addition in Stock of,-24806,NA,NA,-1144,-400,NA,-5829,14,-352,-5508,552,109,NA,1872,-462,1253,58,930,1935,-12656,3642,-8512,6,243,52,42,NA,NA,NA,-648
Puducherry,"(a) Materials, Fuels etc.",-5497,NA,NA,509,-45,NA,-484,-14,-88,-5601,478,109,NA,884,1575,578,-405,1218,1102,-7144,2489,-393,206,242,-255,192,NA,NA,NA,-648
Puducherry,(b) Semi-Finished Goods,2919,NA,NA,2287,90,NA,-585,7,-195,26,61,0,NA,1069,-1355,-111,398,-45,222,56,715,75,287,1,-46,-37,NA,NA,NA,0
Puducherry, (c) Finished Goods,-22228,NA,NA,-3940,-445,NA,-4760,21,-69,67,13,0,NA,-81,-682,786,65,-243,611,-5568,438,-8194,-487,0,353,-113,NA,NA,NA,0
Puducherry,25. Gross Capital Formation,38970,NA,NA,3227,693,NA,-5771,49,-295,-5501,1094,118,NA,16463,5366,17757,4067,2943,3289,-8232,6325,-5941,1977,353,-151,1512,NA,NA,NA,-371
Puducherry,26. Income,270943,NA,NA,48195,9927,NA,16696,29,1076,449,3624,1363,NA,77725,14434,531,-4399,1975,22209,36757,12336,-7153,18546,267,-4093,8284,NA,NA,NA,12165
Puducherry,27. Profit,154269,NA,NA,40828,7605,NA,7784,-303,-194,336,1741,788,NA,63147,6753,-11384,-8615,317,13858,17993,5406,-10909,10919,-6,-5735,4280,NA,NA,NA,9660
Punjab,1. Number of Factories (no.),12413,104,NA,2736,104,NA,845,785,143,172,261,65,25,158,83,325,2160,888,924,17,156,1026,242,812,35,86,7,3,NA,252
Punjab,2. Factories in Operation (no.),10441,104,NA,2262,94,NA,618,555,110,163,243,62,22,153,82,291,1944,737,754,17,148,940,230,641,10,75,6,3,NA,179
Punjab,3. Fixed Capital,4114017,5817,NA,525093,167405,NA,951360,163184,14075,9688,225124,17923,10909,579231,210971,64007,67953,239696,175597,23891,31292,177216,153320,157916,874,45049,161,291,NA,95975
Punjab,4. Physical Working Capital,4234762,81439,NA,1548013,57598,NA,724292,197753,21407,11978,78438,11324,2237,191632,154084,74131,91775,205113,154179,5891,61013,229975,122347,95768,1022,27032,250,110,NA,85961
Punjab,5. Working Capital,3240465,33178,NA,563923,742150,NA,326547,143065,11728,11571,6941,5261,3006,285292,110796,68194,81113,169971,101241,12363,25649,209658,123309,120700,851,25635,186,1012,NA,57123
Punjab,6. Invested Capital,8348779,87256,NA,2073106,225003,NA,1675652,360937,35481,21666,303562,29247,13146,770863,365054,138139,159728,444809,329776,29782,92305,407191,275667,253684,1896,72081,411,401,NA,181935
Punjab,7. Gross Value of Addition to Fixed Capital,623788,2852,NA,66089,27631,NA,97837,40410,2507,1962,69107,1922,164,51190,25018,16223,8869,39325,31902,3799,6900,46844,26810,33169,215,6618,40,4,NA,16379
Punjab,8. Rent Paid for Fixed Assets,29786,103,NA,4368,660,NA,2490,5843,137,19,330,501,9,1102,948,1380,1632,611,1133,25,237,1706,3274,1137,4,169,8,0,NA,1959
Punjab,9. Outstanding Loan,2683499,75253,NA,538188,63494,NA,624381,159658,15666,9332,55454,5869,1868,219709,62245,51636,34488,219114,135647,10488,13646,113749,64642,120723,1086,21280,237,126,NA,65519
Punjab,10. Interest Paid,659678,8379,NA,144226,13628,NA,198243,25168,2117,1470,14999,2182,234,56696,23055,13493,4743,43082,26985,1406,5152,17604,15515,18758,55,3145,41,112,NA,19191
Punjab,11. Rent Received for Fixed Assets,9398,2,NA,1091,910,NA,1886,369,71,56,65,119,4,182,1,198,34,98,1356,177,134,489,383,777,1,330,0,0,NA,667
Punjab,12. Interest Received,41568,5138,NA,3403,849,NA,4981,3320,52,53,877,579,10,2089,1776,974,310,4841,2773,854,622,3156,1553,1885,0,382,2,28,NA,1061
Punjab,13. Gross Value of Plant & Machinary,4355570,865,NA,395714,173439,NA,1378801,111109,12384,2096,276335,11079,8013,646907,233953,54967,59606,290143,134297,26502,49955,138068,176986,116532,584,11442,2,87,NA,45702
Punjab,14. Value of Product and By-Product,15448126,192400,NA,2794938,489790,NA,2851888,725305,59374,35555,473281,45426,40944,872087,342634,433126,378814,1679234,741187,27942,238532,1334260,722591,780581,3852,132101,33,413,NA,51836
Punjab,15. Total Output,18992516,554238,NA,3869295,563691,NA,3113236,897035,62012,36631,480628,58170,40985,936265,386443,518109,388875,1897537,791746,32065,249540,1406766,750727,928807,4612,150207,2750,1154,NA,870991
Punjab,16. Fuels Consumed,1168954,2745,NA,111503,30364,NA,298268,20956,2992,3072,88450,2276,533,112408,19787,25924,100573,152495,55839,1364,5885,33317,27225,41435,155,3521,18,56,NA,27795
Punjab,17. Materials Consumed,11412785,181354,NA,2395278,275687,NA,2185205,522513,45143,24700,282457,28416,38093,610213,277677,309997,126743,1416181,534001,20780,158518,963320,322420,591712,3064,87030,269,373,NA,11641
Punjab,18. Total Inputs,16442537,544760,NA,3553616,393124,NA,2765387,774512,50495,29958,407275,39298,39008,860709,377252,435351,250961,1784699,667011,26834,189423,1117562,400660,807760,3957,112154,2558,610,NA,807604
Punjab,19. Gross Value Added,2549979,9478,NA,315679,170567,NA,347849,122523,11517,6673,73353,18872,1977,75556,9191,82758,137914,112838,124735,5231,60117,289204,350067,121047,655,38053,192,544,NA,63387
Punjab,20. Depreciation,497608,756,NA,58616,18342,NA,151354,22148,1807,1129,27031,2476,625,35300,34202,8767,7898,24764,21797,2534,7649,22706,17550,18833,91,3835,20,49,NA,7329
Punjab,21. Net Value Added,2052371,8722,NA,257062,152225,NA,196496,100375,9711,5544,46322,16396,1352,40257,-25011,73991,130016,88074,102938,2697,52468,266499,332517,102214,565,34217,172,495,NA,56057
Punjab,22. Net Fixed Capital Formation,-20576,2086,NA,-19483,-5806,NA,-75474,-1252,528,171,34112,-819,-474,17806,-10899,3429,-1508,8837,3975,560,-2069,19599,-173,6620,119,1677,8,-44,NA,-2099
Punjab,23. Gross Fixed Capital Formation,477032,2842,NA,39133,12537,NA,75880,20896,2335,1300,61143,1657,151,53106,23303,12196,6389,33600,25772,3094,5580,42304,17377,25453,210,5512,27,4,NA,5231
Punjab,24. Addition in Stock of,274538,7906,NA,201783,3888,NA,20954,-4369,1712,1504,5574,-2046,422,12032,-28148,-3749,-2074,-12540,15166,446,23673,2600,12194,10106,36,-220,-87,96,NA,7676
Punjab,"(a) Materials, Fuels etc.",90213,13626,NA,81689,8743,NA,10070,-10083,1159,854,1305,-1446,373,-8724,-11670,-8012,-5704,-7727,6074,37,2111,4795,700,5321,-128,-705,-87,74,NA,7568
Punjab,(b) Semi-Finished Goods,3967,0,NA,-1704,-1272,NA,-10846,-3338,432,45,956,25,-10,18077,-10085,-203,582,-2136,623,333,2255,2841,6498,1269,127,-514,0,4,NA,7
Punjab, (c) Finished Goods,180358,-5720,NA,121798,-3583,NA,21730,9052,121,605,3313,-625,59,2679,-6393,4466,3048,-2677,8469,76,19307,-5036,4996,3516,37,999,0,18,NA,101
Punjab,25. Gross Capital Formation,751570,10748,NA,240917,16424,NA,96833,16527,4047,2803,66718,-389,573,65138,-4845,8447,4316,21060,40939,3540,29253,44905,29571,35559,246,5293,-60,100,NA,12906
Punjab,26. Income,1413874,5379,NA,112961,139696,NA,2631,73052,7580,4164,31935,14411,1123,-15270,-47236,60290,123985,49320,78949,2297,47835,250834,315665,84981,507,31614,125,411,NA,36635
Punjab,27. Profit,405589,1962,NA,-25467,116743,NA,-161868,-1839,1650,1448,8208,5879,306,-72263,-74250,24632,60075,-147,27527,-4990,30224,164283,259345,14594,163,14602,31,278,NA,14463
Rajasthan,1. Number of Factories (no.),8986,74,NA,744,112,133,1307,180,63,164,155,44,25,323,114,453,2607,678,274,42,333,304,111,25,136,222,16,5,17,324
Rajasthan,2. Factories in Operation (no.),8005,71,NA,656,98,104,1152,129,48,149,138,42,23,290,102,391,2382,592,221,40,323,294,89,22,135,210,16,5,17,269
Rajasthan,3. Fixed Capital,7654382,3167,NA,276355,264365,11386,700864,112919,26036,53203,36621,19523,29175,349158,135085,246856,2172931,447268,122195,49646,257918,200885,753701,175403,15509,60949,3955,9090,4183,1116034
Rajasthan,4. Physical Working Capital,3169469,21650,NA,343066,70116,9801,435364,59957,19057,36136,13748,6982,3348,200929,45401,118262,536066,274423,81276,107651,246857,108262,138481,25030,17583,80586,1221,371,807,167039
Rajasthan,5. Working Capital,2845598,16726,NA,260813,-89144,16010,190381,35815,9596,22260,9905,-27,4181,330835,55073,115535,437108,325442,37180,228172,334395,49645,180446,-3490,18810,63170,389,251,3131,192989
Rajasthan,6. Invested Capital,10823851,24817,NA,619421,334481,21188,1136228,172876,45094,89339,50369,26505,32523,550087,180486,365118,2708997,721691,203471,157297,504775,309147,892182,200433,33093,141535,5176,9461,4990,1283073
Rajasthan,7. Gross Value of Addition to Fixed Capital,1701980,198,NA,122869,36583,2175,157841,31465,7248,21007,16048,2127,5395,57603,45626,43055,530817,91280,36858,10671,54895,35622,228870,95999,2631,23202,2968,444,801,37683
Rajasthan,8. Rent Paid for Fixed Assets,76065,97,NA,1942,1761,165,2569,1424,291,358,325,258,40,2961,499,665,45329,2888,277,395,3439,890,2137,450,498,1178,414,2,144,4669
Rajasthan,9. Outstanding Loan,4038284,68080,NA,337169,58769,7544,476913,83323,11516,34423,20097,10430,132,218567,39166,93874,1062787,289392,33563,15130,129257,96063,63892,15097,13120,35241,573,2769,878,820517
Rajasthan,10. Interest Paid,539389,1793,NA,28872,4279,937,92128,3833,2915,4367,2792,1284,69,36026,5116,14629,107766,45830,9888,4194,44485,20777,4721,827,1586,6758,96,466,134,92820
Rajasthan,11. Rent Received for Fixed Assets,6983,19,NA,364,22,4,1118,436,8,182,27,99,0,82,0,114,285,285,366,289,519,1512,34,133,123,74,0,0,150,737
Rajasthan,12. Interest Received,97938,46,NA,4723,2076,388,10827,1839,367,532,118,16,6,13317,1126,3625,26234,6442,965,3672,7211,1254,2964,5630,102,1276,35,1,75,3071
Rajasthan,13. Gross Value of Plant & Machinary,7847208,834,NA,113290,256230,6760,955228,49014,21015,27369,25367,2514,37982,503129,96280,315502,2598055,437672,91342,45092,174231,229003,518349,161900,3044,33798,2650,7726,2281,1131554
Rajasthan,14. Value of Product and By-Product,18633000,63338,NA,2456076,682864,68500,1963651,201983,121740,181904,95701,20337,238199,1429870,261743,894597,2498554,1934526,400281,272397,1375704,463637,1432992,691396,65469,299295,372,412,14490,502972
Rajasthan,15. Total Output,22141508,98062,NA,2909988,743407,71142,2600867,216153,122829,195889,97182,57999,241851,1920567,271260,935917,2854840,2135826,444338,317025,1491724,489398,1497621,706899,76813,349906,21918,1733,27232,1243124
Rajasthan,16. Fuels Consumed,1529606,911,NA,66929,128698,791,193518,5839,4332,5016,9698,852,641,211844,10446,36587,610342,152781,9986,1769,22380,12966,17858,9955,1116,4461,231,157,378,9124
Rajasthan,17. Materials Consumed,12802879,59876,NA,2188369,394890,45835,1456571,121990,87615,131678,67152,26040,221800,986263,178577,636505,960296,1485340,264888,229426,1129347,299476,750154,532871,43999,237075,2189,410,16699,247551
Rajasthan,18. Total Inputs,18181918,94102,NA,2734979,619175,52933,2188154,175714,101329,154651,83104,31668,228332,1684861,221871,741510,2080397,1896013,334162,276310,1316864,357726,889354,613522,55003,279806,13166,1140,19553,936520
Rajasthan,19. Gross Value Added,3959590,3960,NA,175009,124232,18209,412713,40439,21500,41238,14078,26331,13519,235706,49389,194407,774443,239813,110176,40715,174860,131672,608267,93377,21810,70100,8752,593,7679,306604
Rajasthan,20. Depreciation,697599,377,NA,23040,19654,1602,83029,7141,2608,4796,3416,2020,2381,29706,7270,31872,186230,36910,10730,7210,23920,22880,63189,40126,1720,6660,127,887,671,77426
Rajasthan,21. Net Value Added,3261992,3584,NA,151969,104578,16607,329684,33298,18892,36442,10662,24311,11139,206000,42119,162535,588213,202903,99445,33504,150940,108792,545078,53252,20090,63440,8625,-294,7008,229179
Rajasthan,22. Net Fixed Capital Formation,352955,-214,NA,34027,7830,-1209,21749,23342,2783,11016,8848,-941,2165,14594,30560,-438,-20497,39147,21047,1975,24820,8094,114970,48119,378,6660,2693,-625,-78,-47859
Rajasthan,23. Gross Fixed Capital Formation,1050554,162,NA,57067,27485,393,104779,30483,5390,15812,12264,1079,4546,44300,37830,31435,165733,76057,31777,9185,48740,30973,178159,88245,2098,13321,2820,262,592,29568
Rajasthan,24. Addition in Stock of,271595,-2967,NA,-4924,-2032,598,-11137,21928,2231,5730,2812,1802,-225,4217,10612,328,58519,16513,-1062,59224,14541,3782,66243,7931,159,11405,228,12,114,5014
Rajasthan,"(a) Materials, Fuels etc.",122702,-799,NA,-28110,2343,157,-39982,10654,1262,3272,1496,1774,-255,16445,4977,1159,5893,5399,-3022,51910,12455,3238,42349,4252,186,7418,228,-68,112,17961
Rajasthan,(b) Semi-Finished Goods,90359,0,NA,-4592,189,254,11418,2996,1030,-105,506,42,6,1858,5509,-497,47671,8861,321,624,-2168,-769,16506,1388,-1075,352,0,0,1,32
Rajasthan, (c) Finished Goods,58534,-2168,NA,27778,-4564,187,17427,8278,-61,2563,810,-14,24,-14086,126,-334,4955,2253,1639,6690,4254,1313,7388,2291,1048,3635,0,80,1,-12979
Rajasthan,25. Gross Capital Formation,1322150,-2804,NA,52143,25452,992,93643,52412,7622,21541,15076,2881,4320,48517,48443,31763,224251,92570,30714,68408,63281,34755,244402,96176,2257,24726,3048,273,706,34582
Rajasthan,26. Income,2751459,1759,NA,126243,100636,15896,246932,30316,16061,32432,7691,22883,11036,180413,37631,150980,461637,160911,90611,32876,110746,89890,541218,57738,18230,56854,8150,-762,6956,135497
Rajasthan,27. Profit,1609962,517,NA,62204,75029,12322,58561,-1332,7350,21859,583,14569,7324,126772,15515,95235,227842,88553,59527,5060,47400,43901,469106,38184,9648,27139,3504,-937,4471,90056
Sikkim,1. Number of Factories (no.),67,NA,NA,12,9,NA,NA,NA,NA,NA,7,3,NA,4,17,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
Sikkim,2. Factories in Operation (no.),67,NA,NA,12,9,NA,NA,NA,NA,NA,7,3,NA,4,17,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
Sikkim,3. Fixed Capital,176248,NA,NA,1649,11335,NA,NA,NA,NA,NA,3454,387,NA,7598,146281,3735,NA,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1516
Sikkim,4. Physical Working Capital,96226,NA,NA,1377,3925,NA,NA,NA,NA,NA,1188,149,NA,9225,75433,920,NA,889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3121
Sikkim,5. Working Capital,149485,NA,NA,1166,11880,NA,NA,NA,NA,NA,1285,502,NA,19936,102960,196,NA,557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11005
Sikkim,6. Invested Capital,272474,NA,NA,3025,15260,NA,NA,NA,NA,NA,4642,536,NA,16823,221714,4654,NA,1183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4637
Sikkim,7. Gross Value of Addition to Fixed Capital,27443,NA,NA,93,224,NA,NA,NA,NA,NA,1160,34,NA,732,24892,206,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101
Sikkim,8. Rent Paid for Fixed Assets,790,NA,NA,9,86,NA,NA,NA,NA,NA,22,12,NA,139,507,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
Sikkim,9. Outstanding Loan,23462,NA,NA,361,4740,NA,NA,NA,NA,NA,1192,0,NA,6560,6261,4205,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92
Sikkim,10. Interest Paid,2354,NA,NA,107,435,NA,NA,NA,NA,NA,102,0,NA,206,813,636,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
Sikkim,11. Rent Received for Fixed Assets,6,NA,NA,1,5,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Sikkim,12. Interest Received,1674,NA,NA,22,121,NA,NA,NA,NA,NA,9,13,NA,1474,27,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Sikkim,13. Gross Value of Plant & Machinary,136975,NA,NA,1756,8621,NA,NA,NA,NA,NA,1908,123,NA,5458,113645,5040,NA,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207
Sikkim,14. Value of Product and By-Product,730057,NA,NA,14126,20229,NA,NA,NA,NA,NA,5098,1594,NA,59570,615754,3522,NA,1182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8983
Sikkim,15. Total Output,802006,NA,NA,14457,20515,NA,NA,NA,NA,NA,5318,1819,NA,121330,624326,3663,NA,1182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9395
Sikkim,16. Fuels Consumed,8771,NA,NA,537,1219,NA,NA,NA,NA,NA,69,10,NA,278,6310,205,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
Sikkim,17. Materials Consumed,217051,NA,NA,10079,12126,NA,NA,NA,NA,NA,2701,1347,NA,25754,155616,3078,NA,987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5363
Sikkim,18. Total Inputs,345499,NA,NA,12056,17001,NA,NA,NA,NA,NA,4269,1432,NA,89158,210341,3549,NA,1512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6180
Sikkim,19. Gross Value Added,456507,NA,NA,2401,3514,NA,NA,NA,NA,NA,1049,387,NA,32172,413985,114,NA,-330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3215
Sikkim,20. Depreciation,14068,NA,NA,305,1998,NA,NA,NA,NA,NA,163,91,NA,739,9872,602,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264
Sikkim,21. Net Value Added,442439,NA,NA,2096,1516,NA,NA,NA,NA,NA,886,296,NA,31433,404112,-489,NA,-361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2951
Sikkim,22. Net Fixed Capital Formation,-6105,NA,NA,-223,-2516,NA,NA,NA,NA,NA,976,-65,NA,-218,-3409,-454,NA,-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-163
Sikkim,23. Gross Fixed Capital Formation,7963,NA,NA,82,-518,NA,NA,NA,NA,NA,1139,26,NA,521,6463,148,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101
Sikkim,24. Addition in Stock of,-1321,NA,NA,-133,61,NA,NA,NA,NA,NA,182,62,NA,1426,-3013,25,NA,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
Sikkim,"(a) Materials, Fuels etc.",7323,NA,NA,7,-91,NA,NA,NA,NA,NA,80,62,NA,2617,4505,-23,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158
Sikkim,(b) Semi-Finished Goods,861,NA,NA,-88,-58,NA,NA,NA,NA,NA,18,0,NA,145,899,46,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-103
Sikkim, (c) Finished Goods,-9505,NA,NA,-52,210,NA,NA,NA,NA,NA,84,0,NA,-1336,-8417,2,NA,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
Sikkim,25. Gross Capital Formation,6642,NA,NA,-50,-457,NA,NA,NA,NA,NA,1322,88,NA,1947,3450,173,NA,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188
Sikkim,26. Income,440975,NA,NA,2003,1120,NA,NA,NA,NA,NA,770,297,NA,32561,402819,-1124,NA,-364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2892
Sikkim,27. Profit,398713,NA,NA,379,-331,NA,NA,NA,NA,NA,149,161,NA,29926,367523,-1312,NA,-380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2599
Tamil Nadu,1. Number of Factories (no.),37878,273,28,4865,284,198,7157,4206,1623,365,1086,955,86,2495,253,1464,1972,1039,2714,272,560,1836,1418,140,224,285,75,38,20,1946
Tamil Nadu,2. Factories in Operation (no.),29081,263,28,4086,225,177,4736,2646,1198,314,831,724,84,2215,209,1161,1660,836,2266,229,468,1508,1086,114,169,256,68,37,20,1467
Tamil Nadu,3. Fixed Capital,22131634,12701,10025,1350503,412953,31689,2429116,557548,237392,40631,638347,194006,693929,808522,413341,1598240,1399586,1324381,679607,186872,402422,1213853,4143198,563413,27869,216033,52678,21547,29642,2441591
Tamil Nadu,4. Physical Working Capital,10785180,47105,797,966341,79363,33564,1198983,490134,261736,36440,234471,58646,442274,529963,136774,432018,428621,832051,690038,210255,263091,1044953,1378278,130983,28324,513989,14692,2983,6713,291601
Tamil Nadu,5. Working Capital,6713313,27464,-44,452095,91362,146924,462139,257387,1127088,-6957,161265,73059,-167793,-1020483,119240,378036,350279,187633,896949,360167,176325,1249478,667425,-39678,15154,558040,416,3073,13071,174200
Tamil Nadu,6. Invested Capital,32916814,59806,10821,2316844,492315,65253,3628099,1047682,499128,77071,872818,252652,1136203,1338485,550115,2030258,1828207,2156431,1369645,397126,665513,2258806,5521476,694396,56193,730022,67371,24530,36355,2733191
Tamil Nadu,7. Gross Value of Addition to Fixed Capital,4252027,1032,149,247943,21407,7886,330993,91877,69422,6053,107123,30718,87033,76649,61474,263658,121958,87875,91307,58235,93370,245396,1138837,58436,4651,34249,3586,2781,459,907470
Tamil Nadu,8. Rent Paid for Fixed Assets,210728,139,68,14305,3372,911,7847,13191,9009,1849,2119,2754,2206,9179,2144,8847,8173,4793,5956,22624,6345,18272,32666,3167,2393,10038,1254,98,674,16337
Tamil Nadu,9. Outstanding Loan,10618818,10086,7370,793355,168808,14523,1635139,250491,79741,10891,394039,76590,119014,282465,477610,398550,486610,447966,247450,55272,137063,423686,1478738,340698,10024,224517,52688,14234,5635,1975564
Tamil Nadu,10. Interest Paid,1838716,2482,794,115907,38328,2473,293991,74730,23482,3215,55291,12033,39456,265066,29803,53065,56204,135578,46969,8061,34129,81327,198168,38880,2546,49224,10658,1466,2268,163120
Tamil Nadu,11. Rent Received for Fixed Assets,22020,23,0,1905,16,116,1760,1650,1137,84,425,610,37,1913,228,2152,359,1010,1022,284,536,1935,2162,222,76,879,15,0,55,1409
Tamil Nadu,12. Interest Received,253377,175,4,29554,596,1205,17230,7852,2550,1005,3343,3903,4520,22068,6642,2695,5039,18404,12196,11393,4428,26668,31625,22469,167,5099,418,386,237,11508
Tamil Nadu,13. Gross Value of Plant & Machinary,22044717,10257,2594,1071404,317589,2426,2983018,310409,165039,14685,735024,78210,1097448,1319716,308219,1255177,1513355,1547611,462415,145407,369073,1152233,4632507,279444,23604,150386,61573,13611,43761,1978522
Tamil Nadu,14. Value of Product and By-Product,59915851,72498,7165,5458947,679251,477200,6134995,2555861,1383783,150709,1026645,246822,4860788,3023314,641235,2671825,1879108,4196265,1873716,1184692,1500046,4001713,11935010,1046817,146843,1666511,91570,16747,40843,944932
Tamil Nadu,15. Total Output,70038085,85352,10479,6444881,696044,507749,7366929,2947416,1614077,207096,1117760,410835,4972372,3501312,790638,2849028,2074548,4857530,2181603,2026829,1609748,4777414,12915306,1127306,159376,1905933,139794,28836,53763,2658129
Tamil Nadu,16. Fuels Consumed,2944189,1659,568,173616,15089,3483,722723,58989,27807,3135,84568,10181,228180,359818,25230,115110,270521,287294,58085,16555,27167,75835,251629,15915,4700,9124,2981,3433,1874,88921
Tamil Nadu,17. Materials Consumed,43858778,48338,371,4570753,425216,330321,4286688,1445679,1052820,110908,651959,210447,4448935,2154287,421995,1923946,918609,3290444,1192402,930751,1068938,2671403,8839411,707002,110379,1424420,64589,12723,22159,522886
Tamil Nadu,18. Total Inputs,59039075,67115,4223,5823991,531322,423586,6203839,2294574,1334508,179479,920908,306547,4866893,2987858,608346,2407044,1546132,4351060,1561212,1562207,1341695,3767403,10842655,952642,133128,1716147,113342,21194,36662,2133361
Tamil Nadu,19. Gross Value Added,10999010,18237,6256,620890,164722,84163,1163090,652842,279569,27617,196852,104288,105479,513454,182292,441984,528416,506470,620391,464622,268053,1010011,2072651,174664,26248,189786,26452,7642,17101,524768
Tamil Nadu,20. Depreciation,2212631,1290,1233,121983,34941,3579,274722,59458,183441,4586,42335,17503,42374,72728,34420,95090,121276,120246,82171,36954,44509,145797,503085,37166,3242,18548,5491,2642,5146,96676
Tamil Nadu,21. Net Value Added,8786379,16947,5022,498907,129782,80584,888368,593384,96128,23031,154517,86785,63105,440726,147872,346893,407140,386224,538220,427669,223544,864214,1569566,137498,23006,171237,20961,5001,11955,428092
Tamil Nadu,22. Net Fixed Capital Formation,-884541,-286,-1109,82253,-21482,2253,-4734,23836,-1592807,999,59646,12416,49137,-5218,-6897,65352,-17616,-45488,-7069,-1152,7181,74650,321868,13800,1235,8817,-2390,-11,-4701,102977
